drug_name,num_prescriber,total_cost
RAPAFLO,1,2548
HYDROXYCHLOROQUINE SULFATE,1,2547
OLANZAPINE,1,2546
LEVEMIR FLEXTOUCH,1,2546
PREMARIN,1,2546
ESTRACE,1,2543
CHLORHEXIDINE GLUCONATE,1,2542
CARVEDILOL,1,2542
NABUMETONE,1,2542
KETOCONAZOLE,1,2542
DORZOLAMIDE HCL,1,2540
LEVETIRACETAM,1,2539
OXYBUTYNIN CHLORIDE ER,1,2538
RABEPRAZOLE SODIUM,1,2537
GABAPENTIN,1,2535
MONTELUKAST SODIUM,1,2534
CIALIS,1,2534
BUDESONIDE,1,2534
PROCTOSOL-HC,1,2532
METOPROLOL SUCCINATE,1,2531
DONEPEZIL HCL,1,2530
QVAR,1,2528
AMLODIPINE BESYLATE,1,2528
ATORVASTATIN CALCIUM,1,2527
QVAR,1,2527
PATADAY,1,2526
PHENOBARBITAL,1,2525
PHENOBARBITAL,1,2525
ALPHAGAN P,1,2525
BENICAR,1,2524
LATANOPROST,1,2521
TEKTURNA HCT,1,2521
FINASTERIDE,1,2521
DULOXETINE HCL,1,2520
ENDOCET,1,2519
TAMSULOSIN HCL,2,2519
NASONEX,1,2517
BYSTOLIC,1,2516
LABETALOL HCL,1,2515
METFORMIN HCL,1,2514
QVAR,1,2514
ESOMEPRAZOLE MAGNESIUM,1,2514
VIIBRYD,1,2513
DULOXETINE HCL,1,2512
APRISO,1,2512
FUROSEMIDE,1,2512
AVODART,1,2512
VALSARTAN,1,2511
LOSARTAN POTASSIUM,1,2510
METFORMIN HCL ER,1,2510
LISINOPRIL,2,2508
ZIPRASIDONE HCL,1,2508
POTASSIUM CHLORIDE,1,2508
RANITIDINE HCL,1,2507
INSULIN SYRINGE,3,2507
LAMOTRIGINE,1,2505
METFORMIN HCL,1,2504
METFORMIN HCL,1,2504
MONTELUKAST SODIUM,1,2503
LANSOPRAZOLE,1,2503
ESCITALOPRAM OXALATE,1,2503
TRIAMTERENE-HYDROCHLOROTHIAZID,1,2503
LEVOFLOXACIN-D5W,1,2502
REPAGLINIDE,1,2499
FELODIPINE ER,1,2497
MIDODRINE HCL,1,2497
FELODIPINE ER,1,2496
COLCHICINE,1,2496
ATORVASTATIN CALCIUM,1,2496
BENICAR,1,2495
TOLTERODINE TARTRATE ER,1,2495
HUMULIN N,1,2494
DOXYCYCLINE HYCLATE,1,2493
ALLOPURINOL,1,2492
BACLOFEN,1,2489
ENALAPRIL MALEATE,1,2487
PROAIR HFA,1,2487
CREON,1,2486
ATORVASTATIN CALCIUM,1,2486
TOLTERODINE TARTRATE ER,1,2485
PHENYTOIN,1,2484
HYDROXYCHLOROQUINE SULFATE,1,2483
FENOFIBRATE,1,2483
LACTULOSE,1,2483
VYVANSE,1,2482
THEOPHYLLINE ANHYDROUS,1,2481
ALPRAZOLAM,1,2479
ASMANEX,1,2478
TRADJENTA,1,2476
SIMVASTATIN,1,2475
FLECAINIDE ACETATE,1,2474
LISINOPRIL,1,2472
RESTASIS,1,2472
PANTOPRAZOLE SODIUM,1,2471
PRAVASTATIN SODIUM,1,2471
LEVOFLOXACIN,1,2468
SYNTHROID,1,2466
LEFLUNOMIDE,1,2465
TAMSULOSIN HCL,1,2464
NOVOLOG,1,2463
LISINOPRIL,1,2461
PRAVASTATIN SODIUM,1,2461
MEMANTINE HCL,1,2461
LEXAPRO,1,2460
ATENOLOL,1,2460
PATADAY,1,2459
IPRATROPIUM-ALBUTEROL,1,2458
FINASTERIDE,1,2458
DYMISTA,1,2457
LEVOTHYROXINE SODIUM,1,2457
CIPROFLOXACIN HCL,1,2456
PRAVASTATIN SODIUM,2,2455
FUROSEMIDE,1,2454
DIVALPROEX SODIUM ER,1,2453
PANTOPRAZOLE SODIUM,1,2450
VYVANSE,1,2449
FENOFIBRATE,3,2447
DULOXETINE HCL,1,2446
DESIPRAMINE HCL,1,2446
MEMANTINE HCL,1,2445
LYRICA,1,2445
DEXTROAMPHETAMINE-AMPHETAMINE,1,2445
HUMALOG,1,2442
OMEGA-3 ACID ETHYL ESTERS,1,2441
LEVOTHYROXINE SODIUM,1,2441
RISPERIDONE,1,2441
HALOPERIDOL,1,2440
NASONEX,1,2439
TIZANIDINE HCL,1,2438
DOXYCYCLINE HYCLATE,1,2437
CARVEDILOL,1,2437
LIOTHYRONINE SODIUM,1,2436
PRAVASTATIN SODIUM,1,2435
VOLTAREN,1,2435
NOVOLOG,1,2435
OLANZAPINE ODT,1,2434
LISINOPRIL,1,2434
FENTANYL,1,2433
MONTELUKAST SODIUM,1,2433
DEXILANT,1,2433
NIFEDIPINE ER,1,2430
VIMPAT,1,2430
DILTIAZEM 24HR ER,1,2429
TIKOSYN,1,2427
POLYETHYLENE GLYCOL 3350,1,2426
POTASSIUM CHLORIDE,1,2425
DIGOX,1,2425
PREMARIN,1,2425
BENICAR HCT,2,2424
OXYBUTYNIN CHLORIDE ER,1,2423
HYDROCODONE-ACETAMINOPHEN,1,2422
FLOVENT DISKUS,1,2422
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2420
TRETINOIN,1,2420
METOPROLOL SUCCINATE,1,2420
POLYETHYLENE GLYCOL 3350,1,2418
DEXTROAMPHETAMINE-AMPHET ER,1,2416
ISOSORBIDE DINITRATE,1,2415
VESICARE,1,2414
AMANTADINE,1,2414
METFORMIN HCL,1,2413
SUCRALFATE,1,2413
ALLOPURINOL,1,2413
TELMISARTAN-HYDROCHLOROTHIAZID,1,2412
OXYCODONE-ACETAMINOPHEN,1,2412
NIACIN ER,1,2412
ESOMEPRAZOLE MAGNESIUM,1,2411
METOPROLOL SUCCINATE,3,2411
ATORVASTATIN CALCIUM,1,2410
NOVOLIN N,1,2408
DULOXETINE HCL,1,2408
POTASSIUM CHLORIDE,1,2407
BUSPIRONE HCL,1,2407
POTASSIUM CHLORIDE,1,2406
ATENOLOL,1,2406
PATADAY,1,2405
CALCITONIN-SALMON,1,2404
PANTOPRAZOLE SODIUM,1,2403
AGGRENOX,1,2403
LORAZEPAM,1,2400
METOPROLOL SUCCINATE,1,2400
LIOTHYRONINE SODIUM,1,2399
LATANOPROST,1,2398
LOSARTAN POTASSIUM,1,2397
ACETAMINOPHEN-CODEINE,1,2397
LEXAPRO,1,2397
BYSTOLIC,1,2397
MONTELUKAST SODIUM,1,2396
OMEGA-3 ACID ETHYL ESTERS,1,2395
SERTRALINE HCL,1,2394
CARVEDILOL,1,2393
HUMALOG KWIKPEN U-100,1,2393
NIFEDIPINE ER,1,2392
KLOR-CON M20,1,2392
GABAPENTIN,1,2392
OXYBUTYNIN CHLORIDE,1,2389
BENICAR,1,2389
CLOPIDOGREL,1,2388
AMLODIPINE BESYLATE,1,2386
METRONIDAZOLE,1,2385
LEVETIRACETAM,1,2385
OXYCODONE-ACETAMINOPHEN,1,2384
LOSARTAN POTASSIUM,1,2384
FENOFIBRATE,1,2383
TRIAMCINOLONE ACETONIDE,1,2383
OMEPRAZOLE,1,2382
FENOFIBRATE,3,2382
BENZTROPINE MESYLATE,2,2381
SYNTHROID,1,2381
PIOGLITAZONE HCL,1,2380
FINASTERIDE,1,2379
BACLOFEN,1,2379
LOSARTAN POTASSIUM,1,2377
DIVALPROEX SODIUM ER,1,2377
LISINOPRIL,1,2377
FLUOXETINE HCL,1,2375
BUMETANIDE,1,2374
ALPRAZOLAM,1,2374
ZOLPIDEM TARTRATE,1,2373
METFORMIN HCL,1,2373
WARFARIN SODIUM,1,2372
ATENOLOL,3,2372
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2371
ESCITALOPRAM OXALATE,1,2371
FENOFIBRATE,2,2371
BYSTOLIC,1,2370
METRONIDAZOLE,1,2370
NABUMETONE,1,2369
ATORVASTATIN CALCIUM,1,2368
DILTIAZEM 24HR CD,1,2368
DILTIAZEM 24HR ER,1,2368
PROAIR HFA,1,2368
COLCRYS,1,2367
FLUTICASONE PROPIONATE,1,2366
BENICAR HCT,1,2366
CLOPIDOGREL,1,2365
CILOSTAZOL,1,2364
ENALAPRIL MALEATE,1,2364
ROPINIROLE HCL,1,2364
MONTELUKAST SODIUM,1,2363
BENAZEPRIL HCL,1,2362
METOPROLOL SUCCINATE,1,2362
CLINDAMYCIN PHOSPHATE,1,2362
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2360
BROMFENAC SODIUM,1,2359
TAMSULOSIN HCL,1,2356
METOPROLOL SUCCINATE,1,2355
SYNTHROID,1,2352
TOLTERODINE TARTRATE ER,1,2352
CIALIS,1,2351
NASONEX,1,2350
DIAZEPAM,1,2350
METFORMIN HCL,1,2349
LABETALOL HCL,1,2349
CARBAMAZEPINE,1,2349
LEVOTHYROXINE SODIUM,1,2349
VOLTAREN,1,2349
GALANTAMINE HBR,1,2349
CELECOXIB,1,2348
PLAVIX,1,2348
TOPROL XL,1,2348
CELECOXIB,1,2348
LISINOPRIL,1,2348
POTASSIUM CHLORIDE,1,2347
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2347
TELMISARTAN,1,2347
CLOTRIMAZOLE-BETAMETHASONE,1,2347
IBUPROFEN,1,2346
LEVOTHYROXINE SODIUM,1,2346
GABAPENTIN,1,2345
TOPROL XL,1,2345
COLCRYS,1,2345
ESTRADIOL,1,2344
AMLODIPINE BESYLATE,1,2342
BENICAR HCT,1,2342
FUROSEMIDE,1,2342
DULOXETINE HCL,1,2341
METFORMIN HCL ER,1,2341
SIMVASTATIN,1,2341
CARTIA XT,1,2338
CRESTOR,1,2337
ISOSORBIDE MONONITRATE ER,1,2336
PROAIR HFA,1,2336
FLUTICASONE PROPIONATE,1,2336
ALLOPURINOL,1,2335
VASCEPA,1,2334
FENOFIBRATE,2,2334
PRAVASTATIN SODIUM,1,2334
AVODART,1,2333
VALSARTAN,1,2333
BIDIL,1,2333
AVODART,1,2332
LOSARTAN POTASSIUM,1,2330
DULOXETINE HCL,1,2330
TRAMADOL HCL,1,2330
EPLERENONE,1,2330
DOXAZOSIN MESYLATE,1,2329
TAMSULOSIN HCL,1,2329
CLOPIDOGREL,1,2328
ENALAPRIL MALEATE,1,2328
QVAR,1,2327
NITROFURANTOIN MONO-MACRO,1,2326
POTASSIUM CITRATE ER,1,2324
GABAPENTIN,1,2324
DILATRATE-SR,1,2323
DIVALPROEX SODIUM,1,2323
METOPROLOL SUCCINATE,1,2322
RAPAFLO,1,2322
CELECOXIB,1,2321
ZIPRASIDONE HCL,1,2320
VOLTAREN,1,2320
FLUOCINOLONE ACETONIDE,2,2320
ISOSORBIDE MONONITRATE ER,1,2319
ECONAZOLE NITRATE,1,2319
AMLODIPINE-VALSARTAN,1,2319
PIOGLITAZONE HCL,1,2318
LEVOTHYROXINE SODIUM,1,2318
OMEPRAZOLE,1,2317
CANDESARTAN-HYDROCHLOROTHIAZID,1,2315
FENOFIBRATE,1,2314
ACETAMINOPHEN-CODEINE,1,2314
CITALOPRAM HBR,1,2314
METOPROLOL SUCCINATE,1,2313
SUCRALFATE,1,2312
VENTOLIN HFA,1,2312
ELIQUIS,1,2312
TEGRETOL,1,2311
OXYCODONE-ACETAMINOPHEN,1,2311
RIVASTIGMINE,2,2311
MONTELUKAST SODIUM,1,2311
MONTELUKAST SODIUM,1,2310
METHYLPREDNISOLONE,1,2310
CLOZAPINE,1,2310
MEMANTINE HCL,1,2310
DESMOPRESSIN ACETATE,1,2310
TAMSULOSIN HCL,1,2309
VIIBRYD,1,2306
FENTANYL,1,2306
ZOLPIDEM TARTRATE ER,1,2305
FENOFIBRATE,2,2305
FENOFIBRIC ACID,1,2303
QVAR,1,2303
CITALOPRAM HBR,1,2302
SERTRALINE HCL,1,2301
BD ULTRA-FINE PEN NEEDLE,1,2300
BYSTOLIC,2,2299
POLYETHYLENE GLYCOL 3350,1,2298
CARTIA XT,1,2297
AMLODIPINE-VALSARTAN,1,2296
AMLODIPINE BESYLATE,1,2295
FENTANYL,1,2294
METHYLPHENIDATE HCL,1,2294
TRILIPIX,1,2292
BD ULTRA-FINE PEN NEEDLE,1,2292
COLCHICINE,1,2290
TAMSULOSIN HCL,2,2290
MONTELUKAST SODIUM,1,2289
BENICAR,1,2289
ISOSORBIDE MONONITRATE ER,1,2289
PROAIR HFA,1,2288
VENLAFAXINE HCL ER,1,2288
FENOFIBRATE,2,2287
CARVEDILOL,1,2285
VENLAFAXINE HCL ER,1,2284
PRAVASTATIN SODIUM,1,2283
ONGLYZA,1,2283
OXYCODONE HCL,1,2282
BUPROPION XL,1,2281
DANTROLENE SODIUM,1,2281
VALSARTAN,1,2280
COLESTIPOL HCL,1,2280
XARELTO,3,2280
ISOSORBIDE DINITRATE,1,2278
COLCRYS,1,2277
CEVIMELINE HCL,1,2277
SIMVASTATIN,1,2275
SIMVASTATIN,1,2275
NASONEX,1,2275
OXYCODONE HCL,1,2275
OXYMORPHONE HCL ER,1,2274
CALCITRIOL,1,2274
QVAR,1,2273
OMEPRAZOLE,1,2273
CARTIA XT,1,2273
BRIMONIDINE TARTRATE,1,2273
NITROSTAT,1,2273
SERTRALINE HCL,1,2272
BACLOFEN,1,2272
NYSTATIN-TRIAMCINOLONE,1,2271
AMLODIPINE BESYLATE,3,2270
CARBIDOPA-LEVODOPA,1,2270
PROAIR HFA,1,2269
PIOGLITAZONE HCL,1,2269
SUMATRIPTAN SUCCINATE,1,2267
AMIODARONE HCL,1,2266
OXYBUTYNIN CHLORIDE,1,2266
OXYCODONE-ACETAMINOPHEN,1,2265
SIMVASTATIN,1,2264
TOPIRAMATE,1,2261
OXYCODONE-ACETAMINOPHEN,1,2261
BACLOFEN,1,2261
ATORVASTATIN CALCIUM,3,2261
RANITIDINE HCL,1,2260
RANITIDINE HCL,1,2259
BD ULTRA-FINE PEN NEEDLE,1,2259
BENICAR,1,2258
NOVOLIN 70-30,1,2258
RAMIPRIL,2,2258
CLOPIDOGREL,1,2256
LISINOPRIL,1,2255
TERBUTALINE SULFATE,1,2255
TAMSULOSIN HCL,1,2255
COMBIGAN,1,2254
MUPIROCIN,1,2253
ATORVASTATIN CALCIUM,1,2252
FENTANYL,1,2249
PROCTOZONE-HC,1,2249
FINASTERIDE,1,2249
ASMANEX,1,2247
OMEGA-3 ACID ETHYL ESTERS,1,2245
LACTULOSE,1,2245
ATORVASTATIN CALCIUM,1,2244
TRAMADOL HCL,1,2244
ATENOLOL,1,2243
TAMOXIFEN CITRATE,1,2243
RALOXIFENE HCL,1,2243
DILTIAZEM ER,1,2241
CAPTOPRIL,1,2240
MIRTAZAPINE,1,2240
MONTELUKAST SODIUM,1,2239
BYSTOLIC,1,2237
HYDROXYCHLOROQUINE SULFATE,1,2237
FENOFIBRATE,3,2237
RIVASTIGMINE,1,2237
NYSTATIN-TRIAMCINOLONE,1,2236
ESOMEPRAZOLE MAGNESIUM,1,2236
DESONIDE,1,2235
KLOR-CON M20,1,2235
METOPROLOL SUCCINATE,1,2233
METOPROLOL SUCCINATE,1,2232
LOSARTAN POTASSIUM,1,2232
HYDROCODONE-ACETAMINOPHEN,1,2232
ALLOPURINOL,1,2232
PROAIR HFA,1,2231
FLUTICASONE PROPIONATE,1,2230
METOPROLOL TARTRATE,1,2230
LATANOPROST,1,2230
FENOFIBRATE,1,2230
DULOXETINE HCL,1,2229
VALSARTAN,1,2229
LOSARTAN POTASSIUM,1,2227
METOPROLOL TARTRATE,1,2227
FUROSEMIDE,3,2226
KLOR-CON M10,1,2225
ATORVASTATIN CALCIUM,1,2225
FAMOTIDINE,1,2224
OMEPRAZOLE,1,2224
BD ULTRA-FINE PEN NEEDLE,1,2224
LEXAPRO,1,2223
INSULIN SYRINGE,3,2223
ALVESCO,1,2222
COLCHICINE,1,2222
PROAIR HFA,1,2220
POTASSIUM CHLORIDE,1,2218
DIGOX,1,2217
TAMSULOSIN HCL,1,2216
MEMANTINE HCL,1,2215
TAMSULOSIN HCL,1,2214
FENOFIBRATE,2,2211
VERAPAMIL ER,1,2210
PRAVASTATIN SODIUM,1,2209
MEMANTINE HCL,1,2208
DULOXETINE HCL,1,2207
VENTOLIN HFA,1,2204
LORAZEPAM,1,2204
AMLODIPINE BESYLATE,2,2199
PRAVASTATIN SODIUM,1,2199
LISINOPRIL,1,2198
POTASSIUM CHLORIDE,1,2198
CITALOPRAM HBR,1,2197
VAGIFEM,1,2197
CELECOXIB,1,2197
ISOSORBIDE MONONITRATE ER,1,2197
HYDROXYCHLOROQUINE SULFATE,1,2195
BD ULTRA-FINE PEN NEEDLE,1,2195
ISOSORBIDE DINITRATE,1,2195
HYDROCODONE-ACETAMINOPHEN,1,2194
HYDROCORTISONE,1,2194
LOSARTAN POTASSIUM,1,2193
GAVILYTE-N,1,2193
VENTOLIN HFA,1,2193
MONTELUKAST SODIUM,1,2191
METFORMIN HCL,1,2190
FENOFIBRIC ACID,1,2190
PREDNISOLONE ACETATE,1,2190
DEPAKOTE,1,2190
CHOLESTYRAMINE,1,2189
TAMSULOSIN HCL,1,2189
SIMVASTATIN,1,2186
DEPO-ESTRADIOL,1,2186
AMLODIPINE BESYLATE,1,2183
METFORMIN HCL ER,1,2183
ZIPRASIDONE HCL,1,2182
PROAIR HFA,1,2181
PROCTOZONE-HC,1,2180
METFORMIN HCL,1,2180
EXFORGE,1,2180
MONTELUKAST SODIUM,1,2179
CARBIDOPA-LEVODOPA,1,2178
PHENYTOIN SODIUM EXTENDED,1,2177
GLIPIZIDE ER,1,2177
NATEGLINIDE,1,2176
FLECAINIDE ACETATE,1,2175
OMEGA-3 ACID ETHYL ESTERS,1,2175
DILTIAZEM 24HR ER,1,2175
GLIMEPIRIDE,1,2175
AMLODIPINE BESYLATE-BENAZEPRIL,1,2174
POLYETHYLENE GLYCOL 3350,1,2174
DULOXETINE HCL,1,2174
CEFDINIR,1,2170
THIOTHIXENE,1,2169
MONTELUKAST SODIUM,1,2169
SULFAMETHOXAZOLE-TRIMETHOPRIM,1,2169
FLUOROURACIL,1,2167
DONEPEZIL HCL,1,2167
PARICALCITOL,1,2167
PROAIR HFA,1,2166
AZITHROMYCIN,1,2165
OMEPRAZOLE,2,2164
GABAPENTIN,1,2164
BENICAR HCT,1,2164
ALLOPURINOL,1,2164
BD ULTRA-FINE PEN NEEDLE,1,2163
MUPIROCIN,2,2163
ALENDRONATE SODIUM,1,2162
OXYCODONE-ACETAMINOPHEN,1,2162
OXYCODONE-ACETAMINOPHEN,1,2161
FAMOTIDINE,1,2160
PROVENTIL HFA,1,2159
ULTICARE,1,2158
OMEGA-3 ACID ETHYL ESTERS,1,2157
ACETAZOLAMIDE,1,2157
ZIPRASIDONE HCL,1,2156
LISINOPRIL,1,2156
CELECOXIB,1,2156
GABAPENTIN,1,2155
GALANTAMINE HBR,1,2154
FLUTICASONE PROPIONATE,1,2154
METFORMIN HCL,1,2153
OMEPRAZOLE,1,2153
FLUTICASONE PROPIONATE,1,2153
WARFARIN SODIUM,1,2152
PLAVIX,1,2152
HUMULIN 70-30,1,2152
CARBAMAZEPINE ER,1,2150
DOXYCYCLINE HYCLATE,1,2149
LUMIGAN,1,2149
PREMARIN,1,2148
TIMOLOL MALEATE,1,2148
DIVALPROEX SODIUM ER,1,2147
CARVEDILOL,1,2147
CAPTOPRIL,1,2147
OLANZAPINE,1,2146
ALLOPURINOL,1,2146
ZOSTAVAX,1,2145
FLUOCINONIDE,1,2145
METFORMIN HCL ER,1,2145
GABAPENTIN,1,2144
LOSARTAN POTASSIUM,1,2144
PLAVIX,1,2143
DILTIAZEM 24HR ER,1,2142
PROPYLTHIOURACIL,1,2141
LEVETIRACETAM,1,2141
SOTALOL,1,2141
ISOSORBIDE MONONITRATE ER,1,2140
MUPIROCIN,2,2140
PRAVASTATIN SODIUM,1,2140
HYDROCODONE-ACETAMINOPHEN,1,2139
LUMIGAN,1,2139
BACLOFEN,1,2138
VENTOLIN HFA,1,2138
POTASSIUM CHLORIDE,1,2138
METOLAZONE,1,2136
LISINOPRIL,1,2135
DETROL LA,1,2135
LISINOPRIL,1,2135
OMEGA-3 ACID ETHYL ESTERS,1,2135
DIOVAN,1,2134
CYPROHEPTADINE HCL,1,2133
DOXYCYCLINE HYCLATE,1,2133
RISPERIDONE ODT,1,2131
POTASSIUM CHLORIDE,1,2130
SIMVASTATIN,1,2129
DANTROLENE SODIUM,1,2127
ENDOCET,1,2127
PROAIR HFA,1,2127
AMLODIPINE BESYLATE-BENAZEPRIL,1,2127
ELIQUIS,1,2126
LEVOTHYROXINE SODIUM,1,2125
CARVEDILOL,1,2125
BYSTOLIC,1,2125
OXYCODONE HCL,1,2124
FAMOTIDINE,1,2124
METFORMIN HCL,1,2123
VIIBRYD,1,2123
PANTOPRAZOLE SODIUM,1,2123
CYCLOBENZAPRINE HCL,1,2122
GALANTAMINE HBR,1,2121
SIMVASTATIN,1,2119
SIMVASTATIN,1,2119
CLINDAMYCIN PHOSPHATE,1,2118
LISINOPRIL,3,2117
ATORVASTATIN CALCIUM,4,2117
QVAR,1,2116
METOPROLOL TARTRATE,3,2116
DILTIAZEM ER,1,2116
HYZAAR,1,2114
LOSARTAN POTASSIUM,1,2114
LATANOPROST,2,2112
BICALUTAMIDE,1,2110
LOSARTAN-HYDROCHLOROTHIAZIDE,1,2110
CARVEDILOL,1,2110
METHOTREXATE,1,2110
IPRATROPIUM BROMIDE,1,2110
CELECOXIB,1,2109
NOVOLOG FLEXPEN,1,2109
SPIRONOLACTONE,1,2108
CARTIA XT,1,2106
NISOLDIPINE,1,2106
HYDROCHLOROTHIAZIDE,1,2105
FUROSEMIDE,1,2105
CLONIDINE,1,2105
PRAVASTATIN SODIUM,1,2103
DULOXETINE HCL,1,2103
PANTOPRAZOLE SODIUM,2,2103
EXFORGE,1,2102
BUMETANIDE,1,2101
FENTANYL,1,2101
ONDANSETRON ODT,1,2098
PROAIR HFA,1,2098
PROAIR HFA,1,2098
PLAVIX,1,2097
ATORVASTATIN CALCIUM,1,2096
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2096
ISOSORBIDE DINITRATE,1,2096
ENDOCET,1,2096
AMLODIPINE BESYLATE,2,2096
DILTIAZEM 24HR CD,1,2095
VOLTAREN,1,2095
ZENPEP,1,2095
CLONIDINE,1,2094
LEVOTHYROXINE SODIUM,1,2093
OXYCONTIN,1,2093
GABAPENTIN,1,2092
METOPROLOL SUCCINATE,1,2091
NADOLOL,1,2091
DOXYCYCLINE HYCLATE,1,2091
PHENYTOIN SODIUM EXTENDED,1,2090
TIMOLOL MALEATE,1,2090
TRICOR,1,2090
RISEDRONATE SODIUM,1,2090
INSULIN SYRINGE,3,2090
ZOSTAVAX,1,2088
FENOFIBRATE,1,2088
TOPROL XL,1,2087
METOPROLOL TARTRATE,1,2087
DIGOX,1,2087
LEVOTHYROXINE SODIUM,1,2087
NAMENDA,1,2086
DILT-XR,1,2084
PROAIR HFA,1,2083
RANITIDINE HCL,1,2083
PRAVACHOL,1,2083
TERBUTALINE SULFATE,1,2082
ZIPRASIDONE HCL,1,2081
LISINOPRIL,1,2081
DILTIAZEM 24HR ER,1,2080
ATORVASTATIN CALCIUM,1,2080
DIVALPROEX SODIUM ER,1,2080
PROAIR HFA,1,2078
PROPRANOLOL HCL,1,2077
MORPHINE SULFATE ER,1,2076
DORZOLAMIDE-TIMOLOL,1,2075
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2074
ALBUTEROL SULFATE,1,2074
BACLOFEN,2,2072
METOPROLOL TARTRATE,2,2071
PANTOPRAZOLE SODIUM,1,2070
FENOFIBRATE,2,2069
INSULIN SYRINGE,1,2068
DULOXETINE HCL,1,2066
CELECOXIB,1,2065
NATEGLINIDE,1,2062
RIVASTIGMINE,1,2062
GABAPENTIN,1,2062
VALSARTAN-HYDROCHLOROTHIAZIDE,1,2061
PRAVASTATIN SODIUM,1,2061
TIZANIDINE HCL,1,2060
CEFTRIAXONE,1,2059
POLYETHYLENE GLYCOL 3350,1,2059
PULMICORT FLEXHALER,1,2058
OXYCODONE-ACETAMINOPHEN,1,2058
CARBAMAZEPINE ER,1,2058
LORAZEPAM,1,2057
POTASSIUM CITRATE ER,1,2057
DULOXETINE HCL,1,2054
BREO ELLIPTA,1,2052
QVAR,1,2052
KLOR-CON 10,1,2052
LOVASTATIN,1,2051
SERTRALINE HCL,1,2051
HUMULIN 70-30,1,2050
MORPHINE SULFATE ER,1,2050
IRBESARTAN,1,2050
MELOXICAM,1,2049
CLOPIDOGREL,1,2049
BRILINTA,1,2047
ALLOPURINOL,1,2046
FUROSEMIDE,1,2045
LOSARTAN POTASSIUM,1,2044
TRAMADOL HCL,1,2041
CARTIA XT,1,2041
DIGOX,1,2040
NIFEDICAL XL,1,2040
PRAVASTATIN SODIUM,1,2039
SIMVASTATIN,1,2039
HYDROCHLOROTHIAZIDE,3,2038
LISINOPRIL,1,2037
TIZANIDINE HCL,1,2037
METFORMIN HCL ER,3,2037
OMEPRAZOLE,1,2036
LYRICA,4,2036
PANTOPRAZOLE SODIUM,1,2036
QUETIAPINE FUMARATE,1,2036
FLUTICASONE PROPIONATE,1,2035
POTASSIUM CHLORIDE,1,2035
PANTOPRAZOLE SODIUM,1,2034
DULOXETINE HCL,1,2034
PREDNISONE,1,2034
PROAIR HFA,1,2034
POTASSIUM CHLORIDE,1,2033
ATORVASTATIN CALCIUM,1,2033
CLOPIDOGREL,1,2032
DULOXETINE HCL,1,2032
NOVOLIN 70-30,1,2032
OMEPRAZOLE,1,2032
PROAIR HFA,1,2031
NAMENDA,1,2030
LEVOTHYROXINE SODIUM,1,2030
DOXYCYCLINE HYCLATE,1,2029
OXYCODONE-ACETAMINOPHEN,1,2029
LEVOTHYROXINE SODIUM,1,2029
BUMETANIDE,1,2028
LEVETIRACETAM,1,2028
BENAZEPRIL-HYDROCHLOROTHIAZIDE,1,2028
LEVOTHYROXINE SODIUM,1,2027
BROMOCRIPTINE MESYLATE,1,2027
METOPROLOL TARTRATE,1,2027
METOPROLOL TARTRATE,1,2026
PREMARIN,1,2025
WARFARIN SODIUM,1,2025
METOPROLOL SUCCINATE,1,2024
RALOXIFENE HCL,1,2024
TOLTERODINE TARTRATE ER,1,2023
ONDANSETRON HCL,1,2023
FENOFIBRATE,2,2022
CLONIDINE,1,2021
ANASTROZOLE,1,2020
DIOVAN HCT,1,2019
MONTELUKAST SODIUM,1,2016
FENOFIBRATE,5,2015
QUETIAPINE FUMARATE,1,2014
OMEPRAZOLE,1,2014
PIPERACILLIN-TAZOBACTAM,1,2013
OXYBUTYNIN CHLORIDE ER,1,2012
TRIAMTERENE-HYDROCHLOROTHIAZID,1,2012
HYDROCODONE-ACETAMINOPHEN,1,2011
METRONIDAZOLE,1,2011
HYDROCODONE-ACETAMINOPHEN,1,2011
HYDROXYCHLOROQUINE SULFATE,1,2011
SIMVASTATIN,1,2010
LOSARTAN POTASSIUM,1,2010
TRIAMTERENE-HYDROCHLOROTHIAZID,1,2010
FLUTICASONE PROPIONATE,1,2010
OMEPRAZOLE,1,2008
DULOXETINE HCL,1,2008
DALIRESP,1,2008
CARBIDOPA-LEVODOPA,1,2004
LOSARTAN POTASSIUM,1,2004
CELECOXIB,1,2003
PRAMIPEXOLE DIHYDROCHLORIDE,1,2002
HYDROCORTISONE VALERATE,1,2002
MECLIZINE HCL,1,2000
QUETIAPINE FUMARATE,1,2000
CLOPIDOGREL,1,1999
VALSARTAN,1,1998
PAROXETINE HCL,1,1998
CLOPIDOGREL,1,1996
OLANZAPINE,1,1996
ELIQUIS,1,1995
FLUTICASONE PROPIONATE,1,1995
TRAMADOL HCL-ACETAMINOPHEN,1,1995
MONTELUKAST SODIUM,1,1993
OMEGA-3 ACID ETHYL ESTERS,1,1992
SIMVASTATIN,1,1992
OMEPRAZOLE,1,1992
LISINOPRIL,1,1991
AMLODIPINE BESYLATE,1,1991
NYSTATIN,1,1991
